,code,자산,유동자산,부채,유동부채,이익잉여금,자본총계,영업이익,매출액,매출총이익,영업활동으로인한현금흐름,투자활동으로인한현금흐름,재무활동으로인한현금흐름,당기순이익,이자비용,법인세비용,매출총이익률,영업이익률,당기순이익률,roe,ebit
73,217270,172714607637,30481061788,38102054726,24244155016,37471538058,134612552911,-973618325,7492898809,0,-1516582425,18428039521,-8940824000,57378548242,0,-11369456927,0.0,-12.993880603733107,765.7723626679768,42.62496104649038,46009091315.0
74,004540,550924161202,117564491727,342101962249,180296947770,35459203896,208822198953,50530812802,590215966846,130252475957,60464245578,-33679684005,-28374441656,36024781744,10034550079,5641158125,22.068612723753315,8.561410676845442,6.103660993197027,17.251413846143898,51700489948.0
75,033100,71229148861,47249864535,12450574374,12084547926,46555990478,58778574487,3778977730,44195774535,8748282387,6848306973,-12056711717,-2136692780,3525211077,19814848,404212991,19.794386406944774,8.550540792100636,7.976353201386427,5.997442278529003,3949238916.0
76,023900,131483141333,59909156585,5849479249,4523032685,116391137115,125633662084,8047020156,52324003522,11592491650,10063811471,-6019709628,-2105412912,6871392352,2347560,2142887907,22.15520768613559,15.37921339030675,13.132390278795992,5.469387931560663,9016627819.0
77,035810,411959138209,25957710195,125449215910,93005472388,220559483792,286509922299,8918386600,57000363429,14141309331,129249448,-17206260870,20148764955,61921719535,4029737269,1509176975,24.809156433913795,15.646192521401723,108.63390303139045,21.61241713310678,67460633779.0
78,353810,89822118179,58262280900,55781964611,35896949804,10430199263,34040153568,15198062187,88123274005,29662882183,16464996895,-525451873,-433036081,10425484100,703251685,2943582221,33.66066742063733,17.246365796778818,11.83056827803342,30.62701840981307,14072318006.0
79,027710,552200411320,398499683433,376867400217,331033142528,127634895254,175333011103,19335418705,960780357167,99334676175,29430688521,-8671977650,-25047440771,21217999800,8373623284,14815518240,10.338957851709488,2.0124702343013423,2.2084131551736075,12.10154303888354,44407141324.0
80,027740,188901085588,46468826059,117452582427,87129185493,-89058447234,71448503161,-30845117402,215406024555,-8485455323,-25380949308,-7887344236,44431406622,-35053705319,4234913387,0,-3.939284121941257,-14.319524008542416,-16.273317049240504,-49.06149711773666,-30818791932.0
81,043910,65087194663,40297082267,27016077688,22846645918,-21576060133,38071116975,-4779529234,29000331061,289983737,-5699089382,-6325799136,11838860335,-4876096195,283436792,0,0.9999325055636129,-16.480947144867493,-16.813932864226622,-12.807862186449547,-4592659403.0
82,067290,123740170289,33151395723,37373933217,36783663011,-1756066370,86366237072,2241845243,89993481646,44073355749,8282387670,-25945182530,-8734476424,-7983031868,1051295440,46352376,48.97394227102776,2.4911195811031774,-8.870677877984763,-9.243232238247074,-6885384052.0
83,007810,469970201631,213750975640,124943196937,101580770556,233793182824,345027004694,33849666336,562976671840,46499913640,52858131717,-75015405654,39742387540,3419848134,567346274,1114835325,8.259651947570475,6.012623262944046,0.6074582314081982,0.9911827443863472,5102029733.0
84,042040,150443527368,52949993442,23580902514,21230014901,-42406588003,126862624854,-8710710587,23208098065,532191485,-11492300192,-10262937786,14407699297,-15530615398,314223528,-159877815,2.2931283878130237,-37.533065236985415,-66.91894938785023,-12.24207319994634,-15376269685.0
85,172580,34214274083,2456876712,4362922280,4362922280,-35383244092,29851351803,534989892,3154129427,2330778719,2580402367,0,-2558760745,503378326,0,0,73.89610264715367,16.961570676852254,15.9593427489366,1.6862831851702325,503378326.0
86,003490,24747289887180,3717781254036,21377868078960,7833503552050,-230640438180,3369421808220,238334950016,7405005608096,862653379930,1440584329679,-781378828427,-232591760875,-194631398841,477726609986,-100676603085,11.649597928553202,3.2185654222250006,-2.628376116666362,-5.776403487571061,182418608060.0
87,160600,43468436405,24754504073,39784306501,38746480477,-42127402980,3684129904,-5806366642,23375790558,-1237598176,-5777396282,11942229560,-12930929679,-9350876234,757931492,0,-5.2943585926185985,-24.839231116454634,-40.00239568710462,-253.81505206554738,-8592944742.0
88,225430,50240205267,12107061479,9466406794,3107986887,-3605525957,40773798473,712320012,22928127358,5940578079,909180138,-2929808365,7047640390,470876708,495156794,148480526,25.909565078053504,3.1067518113356076,2.0537076606725293,1.1548512172880088,1114514028.0
89,215100,24711025517,15274577642,1180190755,1099770268,9606836977,23530834762,-1578930576,4386164450,1752749183,-3293825753,849959420,2652029109,-2952978621,2056166,-530184402,39.96086336890537,-35.99797941912552,-67.3248496416955,-12.549400184343531,-3481106857.0
90,063440,52668339438,34281270549,5422424663,4111737915,-27586734579,47245914775,326980933,25072356358,3535347571,-629509085,-3842124124,134876468,-1852674890,5237004,-18877599,14.100579620518811,1.3041491925654929,-7.389313008902152,-3.9213440967817514,-1866315485.0
91,032350,1205546066719,126955895274,954308595374,198961795825,-323717659676,251237471345,-65429035074,14066102887,0,-109995846455,-579364352236,732843937906,-74576903626,13377634288,527416977,0.0,-465.1539633942961,-530.1888108249552,-29.683829894781415,-60671852361.0
92,005030,249781607294,66744844033,223142380811,147595960155,-51048672540,26639226483,-4508061689,152724658892,10323211247,-6754154722,17627498279,-10127174390,-13437443505,7003862970,564197721,6.759361141739468,-2.9517575758266372,-8.798476685092718,-50.44231863704899,-5869382814.0
