,code,자산,유동자산,부채,유동부채,이익잉여금,자본총계,영업이익,매출액,매출총이익,영업활동으로인한현금흐름,투자활동으로인한현금흐름,재무활동으로인한현금흐름,당기순이익,이자비용,법인세비용,매출총이익률,영업이익률,당기순이익률,roe,ebit
107,044060,114058063013,44426711635,37141204508,35168494289,30465042199,76916858505,6942878146,34450302060,14569313389,2064798282,-24351633481,16207552554,-2867297421,851106927,1339730950,0,0,0,-0.03727787999575685,-676459544.0
108,053950,126618359839,56633875204,68985668644,38298976943,-8950110323,57632691195,2154868107,70474421289,28282395618,2459219540,-50491255314,46317053904,-5603940073,598224788,-2004401631,0,0,0,-0.097235439761768,-7010116916.0
109,036540,474837998405,127794865783,210399252389,68492704067,-188678121459,264438746016,20210847695,543233663558,31323855710,58824492693,31278537970,-104358377137,8721100096,5012943462,2605629690,0,0,0,0.0329796606109769,16339673248.0
110,227100,22172597270,18805770016,18544169864,17568262364,-11532611387,3628427406,-5395676506,39424923497,3470342523,4497597501,-10802313629,6191216311,-15330244058,152050895,855353333,0,0,0,-4.22503810677038,-14322839830.0
111,282330,2308304393984,805009293822,1636845532969,981318993897,334482301315,671458861015,163664235622,6167808903860,1057178541444,502425017280,-252092977608,-252006688061,125895224002,0,39396849732,0,0,0,0.18749506680378378,165292073734.0
112,038620,47791953670,21706634224,5791232024,1029725562,4214175314,42000721646,502344738,27401641595,6936178213,1518455627,-5140954993,3345312756,2088481619,874315,373792558,0,0,0,0.04972489845776018,2463148492.0
113,294870,6133753525604,4748857002509,3366064965696,2468899462526,839798029154,2767688559908,582891007974,3659511873386,768311769999,-263399142163,-1014447818397,1442827578229,238555769328,38629676184,126758256258,0,0,0,0.08619314065305446,403943701770.0
114,263860,46014338716,31162042533,9098979575,5886892420,25535820336,36915359141,3210619757,26466394936,15465037992,4533234822,-3300205019,-2046757932,3440980871,8033509,-505061117,0,0,0,0.0932127155490214,2943953263.0
115,109820,38167715759,19062224001,4775068777,4081883247,-7465967419,33392646982,2130635323,15901382099,11262893671,4506085508,1271893270,-1948551024,8029903043,223088082,0,0,0,0,0.2404691981240195,8252991125.0
116,215380,69816024256,28249608985,41784579995,22581172990,-14653680132,28031444261,-5302335919,37343959598,5299035810,-8574637845,-18311587228,26342686943,-10878582610,298254456,310222039,0,0,0,-0.38808498444496187,-10270106115.0
117,033780,9879543643434,4708230783467,1825601453503,1717954707436,1060221437118,8053942189931,1337017929629,3435384229940,2026263054494,1186128383369,13287903556,-778477470287,1075309487894,666443506,390168825307,0,0,0,0.1335134351024206,1466144756707.0
118,123330,49999548404,20906853120,27668633234,17470541561,0,22330915170,1131520123,42142138560,9184215028,2351120762,-20665425848,20121571011,15178581240,309388811,0,0,0,0,0.6797115623989897,15487970051.0
119,011230,44079671650,14245642714,32681185978,22132190680,-31689713315,11398485672,-582640007,32129639128,3306865817,-1960695431,-10655859,1083017310,-1361066519,503524217,0,0,0,0,-0.11940766152326836,-857542302.0
120,006280,1862558928914,952356067359,762376912712,506203139998,755296849728,1100182016202,42023639897,1227760621772,358453639860,48966925349,41404087009,50423655589,53297023256,9361651206,13333210132,0,0,0,0.04844382335932889,75991884594.0
121,005250,1080663926731,123525000208,449852232876,383126675929,538629617485,630811693855,41313292419,78784538818,0,46977995396,-41796977063,90670163903,50375737428,8025700930,17480019853,0,0,0,0.07985859792824243,75881458211.0
122,001470,440361271063,346580924289,207388187736,178770885505,15364565706,232973083327,6138413444,376331921995,31665493911,28202671190,-103066748160,62666778743,6418007702,464772039,2579251420,0,0,0,0.02754827987142065,9462031161.0
123,066700,485068201122,45698751303,113368887381,30093882301,5640974850,371699313741,-6545531644,59296134150,29822431043,7196194035,-8896535774,933000102,-6812838693,371940001,210114942,0,0,0,-0.018328897689994617,-6230783750.0
124,041930,142889203149,64500104657,45064345755,41111779859,88896722707,97824857394,9465014065,125677739369,16020745635,29018174246,-15473327704,-15882950095,8852868530,795348792,3432896870,0,0,0,0.0904971268636164,13081114192.0
125,023530,24924204973925,3715374395889,15325246557138,5332915517233,8743149333568,9598958416787,134008108190,8708083759301,4154421191073,880395890571,-31726597914,-504561317012,-1031996637355,286096435430,-85949637602,0,0,0,-0.10751131451410474,-831849839527.0
126,033540,114518095063,69018227808,51147839238,33132408100,54133478294,63370255825,4587316284,114795925984,16568156720,6768754622,2635566372,-6920841400,8917786277,831273452,2462938465,0,0,0,0.14072511087262918,12211998194.0
