,code,자산,유동자산,부채,유동부채,이익잉여금,자본총계,영업이익,매출액,매출총이익,영업활동으로인한현금흐름,투자활동으로인한현금흐름,재무활동으로인한현금흐름,당기순이익,이자비용,법인세비용,매출총이익률,영업이익률,당기순이익률,roe,ebit
0,950130,71857159,16744383,21994233,14425198,10919476,49862926,-2688741,32067422,6947129,2396747,147906,-134921,-6263868,645503,877803,21.6641331504603,-8.384649692139268,-19.53343178007886,-12.562174951385725,-4740562.0
1,036460,37259513823999,8427929742967,30555313085032,8648451071349,4293419567113,6704200738967,1185756046194,23903847011945,1549120157055,1309112959930,-734384900503,-572007007126,81613694529,852668781253,70279194163,6.480631156486605,4.960523908981954,0.34142493669833474,1.21735159352605,1004561669945.0
2,185750,780736005139,468203530243,307215889484,267682207461,189029033976,473520115655,77025458530,1078617769665,403558661170,80837471288,-38007480556,-11804313800,53881645931,2558238342,18845891723,37.41442729015473,7.141126420893546,4.995434661505225,11.378956067466708,75285775996.0
3,004490,1302078781195,809422903463,249697235422,235591858206,996926312159,1052381545773,106461029281,1129805364875,193213884873,66093257536,-111385589258,-17963921098,75929035099,3885798517,33517257299,17.10151950768767,9.422953067033692,6.720541206440517,7.2149721176674815,113332090915.0
4,016740,227824796839,72585022570,78465133685,60366864082,51257600481,149359663154,5972706560,204754868934,25584931301,12163729030,-4545088488,-2426894602,11257211842,855689645,984477298,12.495395803870705,2.9170034349342977,5.49789702223326,7.536982612496285,13097378785.0
5,001770,65306966810,44643138235,31146446607,29553387407,26938123219,34160520203,1013611541,74112165251,5220359830,2501942605,-3045526716,-1121487796,963220658,477615011,234054714,7.043863598263392,1.3676722810177555,1.2996795529287322,2.8196896659536503,1674890383.0
6,215000,304860836480,70491339778,99331247673,54396575044,124246069752,205529588807,36199058964,239051647086,142587936482,38567864597,-48182498697,-34659377796,19704546355,821436104,13996424006,59.64733488353807,15.142777473094426,8.242798824101468,9.587206625272485,34522406465.0
7,092440,0,0,0,0,0,238697526474,11065225592,104955155470,0,7804690608,-3334242154,1437000000,14313262431,0,-28348201,0.0,10.542812825581345,13.637502957242772,5.996401656285728,14284914230.0
8,025860,581138671065,373808861044,147178509592,126715816500,346723413354,433960161473,15330702542,1187201230766,107585907322,45291695689,-28761536734,-102775353,16040767746,1704366779,5978031037,9.06214587164671,1.291331422568388,1.3511414350244781,3.696368738446518,23723165562.0
9,060310,0,0,0,0,0,33053418334,1530441526,31950585373,0,4012404022,2620772,408234768,1184580583,780283868,-1560747,0.0,4.790026561745899,3.7075395307186945,3.5838368395969966,1963303704.0
10,000500,485428365665,249187047466,229931701696,161383351388,217397841455,255496663969,5641948074,757146961775,36361525243,-11777182538,-9794659503,-946318259,5858883726,2330453792,758664627,4.802439563087818,0.7451589135051706,0.773810636744135,2.2931351176901753,8948002145.0
