종목코드,종목명,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"227100","디자인","벤처기업부","17350","150","0.87","17800","18500","16550","265042","4626677150","74878175750","4315745"
"113810","디젠스","벤처기업부","922","-24","-2.54","940","941","900","645422","590341708","30083063022","32628051"
"043360","디지아이","벤처기업부","4145","-205","-4.71","4245","4300","3950","406615","1659205135","37305000000","9000000"
"197140","디지캡","벤처기업부","6450","-220","-3.30","6560","6640","6310","142887","921067400","55516233600","8607168"
"106520","디지탈옵틱","관리종목(소속부없음)","6940","-110","-1.56","7040","7040","6770","113357","779968400","88080911560","12691774"
"068930","디지털대성","우량기업부","8830","120","1.38","8650","9090","8590","824473","7296536810","262160395370","29689739"
"033130","디지틀조선","중견기업부","4175","-50","-1.18","4205","4230","4035","1043807","4313522795","154956239725","37115267"
"105740","디케이락","우량기업부","11850","-350","-2.87","12100","12100","11600","90786","1074033150","100131457200","8449912"
"263020","디케이앤디","벤처기업부","10650","50","0.47","10500","10700","10400","63833","671668350","82678101300","7763202"
"290550","디케이티","우량기업부","23300","-500","-2.10","23600","23700","22700","152341","3516560950","191790058900","8231333"
"187220","디티앤씨","벤처기업부","7120","-70","-0.97","7150","7150","6930","59418","417374700","80041744160","11241818"
"131180","딜리","벤처기업부","2005","-50","-2.43","2030","2055","1930","589016","1172058305","58846750000","29350000"
"317120","라닉스","기술성장기업부","10400","-300","-2.80","10500","10600","10200","155067","1603054300","100365200000","9650500"
"042510","라온시큐어","벤처기업부","5210","-220","-4.05","5400","5410","5130","1462456","7656523310","201453746660","38666746"
"232680","라온테크","기술성장기업부","20450","-250","-1.21","20600","20600","20150","33896","689503900","99918802250","4886005"
"300120","라온피플","벤처기업부","22900","-250","-1.08","22900","23050","22500","69980","1588958000","240865772400","10518156"
"171120","라이온켐텍","중견기업부","10750","200","1.90","10400","10750","10200","68110","713911900","203105942000","18893576"
"069540","라이트론","관리종목(소속부없음)","5420","0","0.00","0","0","0","0","0","141255801520","26061956"
"347700","라이프시맨틱스","기술성장기업부","12550","800","6.81","11650","13150","11650","1776181","22218222700","127003113500","10119770"
"214260","라파스","기술성장기업부","32200","-500","-1.53","32350","32450","31550","47500","1514855250","276522845200","8587666"
"171010","램테크놀러지","벤처기업부","7050","-130","-1.81","7200","7290","6960","213158","1505005920","81829124400","11606968"
"084650","랩지노믹스","우량기업부","33500","950","2.92","33100","36400","32100","11265033","387748276100","383578249500","11450097"
"217500","러셀","벤처기업부","5060","85","1.71","4950","5060","4715","371307","1809371965","160968720000","31812000"
"033600","럭슬","투자주의환기종목(소속부없음)","179","0","0.00","0","0","0","0","0","9456230437","52828103"
"141080","레고켐바이오","기술성장기업부","64000","6300","10.92","56400","64300","56200","1604468","97794390700","1543413632000","24115838"
"060300","레드로버","관리종목(소속부없음)","1830","0","0.00","0","0","0","0","0","48840480210","26688787"
"038390","레드캡투어","우량기업부","25300","150","0.60","24950","25550","24500","36415","907951950","217313844000","8589480"
"294140","레몬","기술성장기업부","9250","-490","-5.03","9700","9730","9210","785995","7359902830","342250000000","37000000"
"228670","레이","우량기업부","29700","-650","-2.14","30350","30350","29200","197149","5829403250","395204059800","13306534"
"228850","레이언스","우량기업부","13200","-450","-3.30","13500","13500","13000","111565","1470656000","219001384800","16591014"
"281740","레이크머티리얼즈","벤처기업부","4845","215","4.64","4610","4890","4440","2689888","12722114115","318464505060","65730548"
"277810","레인보우로보틱스","기술성장기업부","23050","400","1.77","22300","23500","21600","132513","2981112900","371916682700","16135214"
"215100","로보로보","벤처기업부","4325","-95","-2.15","4405","4405","4295","143163","619736035","76978313550","17798454"
"090360","로보스타","중견기업부","25550","-600","-2.29","25500","25850","25000","107181","2714217600","249112500000","9750000"
